"Rangaraya Medical College, KakinadaNTR University of Health Sciences, VijayWadaTypeGovernment InstituteManagementState AuthorityBeds1450Local DistinctionAU Local"
"Chaithanya Eye Hospital, Thiruvananthapuram, Kerala-695004National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds50"
"Chalmeda Anand Rao Institute of Medical Sciences (CAIMS) Cancer Hospital and Research Institute, Karimnagar, Telangana-505001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds875"
"Chandan Hospital, Lucknow, Uttar Pradesh-226010National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds203"
"Chandannagar Sub Division Hospital, Hooghly, West Bengal-712136National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Chandulal Chandrakar Memorial Hospital, Bhilai, Chhattisgarh-490020National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds150"
"Chhattisgarh Institute of Medical Sciences, Bilaspur, Chhattisgarh-495001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Chinmaya Mission Hospital, Bangalore, Karnataka-560038National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds200"
"Chirayu Hospital, Jaipur, Rajasthan-302012National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Chittaranjan National Cancer Institute, Kolkata, West Bengal-700026National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds670"
"Chittaranjan Seva Sadan College of Obstetrics, Gynaecology and Child Health, Kolkata, West Bengal-700026National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"CHL Hospital, Indore, Madhya Pradesh-452008National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds200"
"Choithram Hospital and Research Centre, Manik Bagh Road, Indore, Madhya Pradesh-452014National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds350"
"Choithram Netralaya, Dhar Road, Indore, Madhya Pradesh-453001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds154"
"Christian Fellowship Hospital, Oddanchatram, Tamil Nadu-624619National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds299"
"Christian Institute of Health Sciences and Research, Dimapur, Nagaland-797115National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds214"
"Citi Neuro Centre, Hyderabad, Telangana-500034National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Citizen Specialty Hospital, Hyderabad, Telangana-500019National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds293"
"City Hospital, Gorakhpur, Uttar Pradesh-273013National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds112"
"Civil Hospital, Aizawl, Mizoram-796001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds300"
"Civil Hospital, Bahadurgarh, Haryana-124507National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Civil Hospital, Faridabad, Haryana-121001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds200"
"Civil Hospital, Rohtak, Haryana-124001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"College of Medicine and JNM Hospital, Nadia, West Bengal-741235National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds550"
"Manipal Hospital, Whitefield, Bengaluru, Karnataka-560066 (Prev. Columbia Asia Hospital, Whitefield, Bengaluru)National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds162"
"Columbia Asia Referral Hospital, Malleshwaram West, Bangalore, Karnataka-560055National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds160"
"Command Hospital Air Force, Bangalore, Karnataka-560007National Board of Examinations in Medical SciencesTypeNBE - AFMSManagementNational Board of ExaminationsBeds800"
"Comtrust Eye Hospital, Kozhikode, Kerala-673004National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds45"
"Continental Hospital, Hyderabad, Telangana-500032National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds587"
"Cosmopolitan Hospital, Thiruvananthapuram, Kerala-695004National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds360"
"Craft Hospital and Research Centre, Thrissur, Kerala-680664National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Credence Hospital, Thiruvananthapuram, Kerala-695011National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Daga Memorial Women Government Hospital Nagpur, Nagpur, Maharashtra-440008National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Daya General Hospital, Thrissur, Kerala-680022National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds250"
"Deben Mahato (Sadar) Hospital, Purulia, West Bengal-723101National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds548"
"Deen Dayal Upadhyay Hospital, Delhi-110064National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds640"
"Deenanath Mangeshkar Hospital and Research Centre, Pune, Maharashtra-411004National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds876"
"Delhi Heart and Lung Institute, Delhi-110055National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Devadoss Multi Speciality Hospital, Madurai, Tamil Nadu-625007National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds200"
"Dharamshila Narayana Superspeciality Hospital, Delhi-110096National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds200"
"Diamond Harbour Government Medical College And Hospital, Harindanga, West Bengal-743331National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds726"
"Dispur Hospital, Guwahati, Assam-781006National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Civil Hospital, Rewari, Haryana-123401National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Civil Hospital, Hisar, Haryana-125001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Civil Hospital, Ambala City, Haryana-134003National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds200"
"District Head Quarters Hospital, Sangareddy, Telangana-502001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds450"
"General Hospital, Karimnagar, Telangana-505001 (Prev. District Head Quarters Hospital, Karimnagar)National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds500"
"District Hospital, Howrah, West Bengal-711101National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds642"
"District Hospital, Nadia, West Bengal-741101National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds1018"
"District Hospital, Chitradurga, Karnataka-577501National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds450"
"District Hospital, Tumakuru, Karnataka-572101National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds400"
"District Hospital, Gollaguda, Telangana-508001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds550"
"District Hospital, Palakkad, Kerala-678001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds544"
"District Hospital, Darjeeling, West Bengal-734101National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Hospital, Dholpur, Rajasthan-328001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Jalpaiguri Government Medical College and Hospital, Jalpaiguri, West Bengal-735101 (Prev. District Hospital, Jalpaiguri)National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds1000"
"District Hospital, Haveri, Karnataka-581110National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Hospital, Dharwad, Karnataka-580001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds250"
"District Hospital, Baran, Rajasthan-325205National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Hospital, Ballari, Karnataka-583101National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds210"
"District Hospital, Vijayapura, Karnataka-586103National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds426"
"District Hospital, Sirohi, Rajasthan-307001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Hospital, Pratapgarh, Rajasthan-312605National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Hospital, Ramanagara, Karnataka-562159National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Hospital, Nashik, Maharashtra-422002National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"District Hospital Chikkaballapur, Chikkaballapur, Karnataka-562101National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds300"
"District Hospital for Women, Akola, Maharashtra-444001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Divisional Railway Hospital, Kalyan West, Thane, Maharashtra-421301National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Down Town Hospital, Dispur, Guwahati, Assam-781006National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds300"
"Dr MK Shah Medical College and SMS Multispeciality Hospital, Ahmedabad, Gujarat-382424National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds510"
"Dr Shyama Prasad Mukherjee (Civil) Hospital, Lucknow, Uttar Pradesh-226001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds401"
"Dr Agarwal`s Eye Hospital, Cuttack, Odisha-753010National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds25"
"Dr Agarwal`s Eye Hospital and Research Centre, Chennai, Tamil Nadu-600018National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds9"
"Dr Agarwals Eye Hospital, Tirunelveli, Tamil Nadu-627003National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds30"
"Dr BC Roy Post Graduate Institute of Paediatric Sciences, Kolkata, West Bengal-700054National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds600"
"Dr BL Kapur Memorial Hospital, Delhi-110005National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds600"
"Dr B Nanavati Hospital, Mumbai, Maharashtra-400056National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds348"
"Dr Baba Saheb Ambedkar Hospital, Delhi-110085National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds500"
"Dr Babasaheb Ambedkar Central Railway Hospital, Mumbai, Maharashtra-400027National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds366"
"Dr Bidaris Ashwini Hospital, Bijapur, Karnataka-586103National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds200"
"Dr Hedgewar Rugnalaya, Aurangabad, Maharashtra-431005National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds500"
"Dr Jeyasekharan Hospital and Nursing Home, Nagercoil, Tamil Nadu-629003National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds200"
"Dr Kamakshi Memorial Hospital, Chennai, Tamil Nadu-600100National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds300"
"Dr Kothari`s Eye Hospital, Udaipur, Rajasthan-313001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds20"
"Dr LH Hiranandani Hospital, Mumbai, Maharashtra-400076National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds244"
"Dr Lal Pathlab, Delhi-110085National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Dr Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College, Amravati, Maharashtra-444603National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds570"
"Dr RN Cooper Municipal General Hospital, Mumbai, Maharashtra-400056National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds940"
"Dr Radhakrishnan Government Medical College, Hamirpur, Himachal Pradesh-177001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds300"
"Dr Rajendra Prasad Government Medical College, Tanda, Himachal Pradesh-176002National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds828"
"Dr Ram Manohar Lohia Institute of Medical Sciences, Lucknow, Uttar Pradesh-226010National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds1368"
"Dr Ramesh Cardiac and Multi Speciality Hospital, Guntur, Andhra Pradesh-522004National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds350"
"Dr Ramesh Cardiac and Multispeciality Hospital, Vijayawada, Andhra Pradesh-520008National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds160"
"Dr Rangarajan Memorial Hospital, Chennai, Tamil Nadu-600040National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds201"
"Dr Shroff`s Charity Eye Hospital, Daryaganj, Delhi-110002National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds56"
"Dr TMA Pai Hospital, Udupi, Karnataka-576101National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds215"
"Dr Tony`s Super Speciality Eye Institute, Ernakulam, Kerala-683101National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds19"
"Dr Virendra Laser, Phaco Surgery Center - Eye Hospital, Jaipur, Rajasthan-302015National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds25"
"Dr BN Bose Sub Divisional Hospital, Barrackpore, West Bengal-700123National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Drashti Nethralaya, Dahod, Gujarat-389151National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds100"
"Durgabai Deshmukh Hospital, Hyderabad, Telangana-500044National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds200"
"Durgapur Steel Plant Hospital, Durgapur, West Bengal-713205National Board of Examinations in Medical SciencesTypeNBE - Public Sector InstituteManagementNational Board of ExaminationsBeds600"
"Edappal Hospital, Malappuram, Kerala-679576National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds288"
"Ekta Institute of Child Health, Chhattisgarh, Chhattisgarh-492001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds130"
"Employee State Insurance Corporation Model Hospital, Ludhiana, Punjab-141001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"EMS Memorial Co-operative Hospital and Research Centre, Perinthalmanna, Kerala-679322National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds490"
"Ernakulam Medical Centre, Kochi, Kerala-682028National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds250"
"ESI Hospital, Jhilmil Shahdara, Delhi, Delhi-110095National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds300"
"ESIC Dental College and Hospital, Rohini, Delhi, Delhi-110089National Board of Examinations in Medical SciencesTypeNBE - Public Sector InstituteManagementNational Board of ExaminationsBeds300"
"ESIC Hospital, Okhla, Delhi, Delhi-110020National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds350"
"ESIC Medical College Hospital and Super Specialty Hospital, Sanath Nagar, Hyderabad, Telangana-500038National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds1044"
"ESIC Model Hospital, Noida, Uttar Pradesh-201301National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds300"
"ESIC Model Hospital, Ahmedabad, Gujarat-380024National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds300"
"ESIC Model Hospital, Jaipur, Rajasthan-302006National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds300"
"ESIC Model Hospital and Occupational Disease Centre, Indore, Madhya Pradesh-452011National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds300"
"Eternal Heart Care Centre and Research Institute, Jaipur, Rajasthan-302017National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds225"
"Fehmicare Hospital, Hyderabad, Telangana-500045National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds105"
"Fernandez Hospital, Hyderabad, Telangana-500001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds115"
"Fortis Escorts Heart Institute, Okhla Road, Delhi, Delhi-110025National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds310"
"Fortis Escorts Hospital, Jaipur, Rajasthan-302017National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds275"
"Fortis Escorts Hospital, Faridabad, Haryana-121002National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds210"
"Fortis Hospital, Cunningham Road, Bangalore, Karnataka-560052National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Fortis Hospital, Bannerghatta Road, Bangalore, Karnataka-560076National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds400"
"Fortis Hospital, Shalimar Bagh, Delhi, Delhi-110088National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds262"
"Fortis Hospital, Noida, Uttar Pradesh-201301National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds332"
"Fortis Hospital, Mulund, Mumbai, Maharashtra-400078National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds440"
"Fortis Hospital, Ludhiana, Punjab-141015National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds200"
"Fortis Hospital, Vasant Kunj, Delhi, Delhi-110070National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds162"
"Fortis Hospital, Mohali, Punjab-160062National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds350"
"Fortis Hospital, Kolkata, West Bengal-700107National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds300"
"Fortis Memorial Research Institute, Gurgaon, Haryana-122002National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds300"
"Frontier Lifeline Hospital, Chennai, Tamil Nadu-600101National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"G Kuppuswamy Naidu Memorial Hospital, Coimbatore, Tamil Nadu-641037National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds750"
"Galaxy Care Laproscopy Institute, Pune, Maharashtra-411004National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Gandhi Memorial and Associated Hospital, Lucknow, Uttar Pradesh-226003National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Ganga Medical Centre and Hospital, Coimbatore, Tamil Nadu-641043National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds500"
"GBH American Hospital, Udaipur, Rajasthan-313001National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds125"
"GCS Medical College, Hospital And Research Centre, Ahmedabad, Gujarat-380025National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"GEM Hospital and Research Centre, Coimbatore, Tamil Nadu-641045National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"General Hospital, Jayanagar, Bengaluru, Karnataka-560041National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds300"
"General Hospital, Hassan, Karnataka-573211National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"General Hospital, Nadiad, Gujarat-387001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds160"
"General Hospital, Karauli, Rajasthan-322241National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"General Hospital, Morbi, Gujarat-363641National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds374"
"General Hospital, Sira, Karnataka-572137National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"General Hospital, Tapi, Gujarat-394650National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds156"
"General Hospital, Mehsana, Gujarat-384001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds214"
"General Hospital, Panchkula, Haryana-134108National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds300"
"GG Hospital, Thiruvananthapuram, Kerala-695011National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds219"
"Gheesibai Memorial Mittal Hospital and Research Centre, Ajmer, Rajasthan-305004National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds300"
"Giridhar Eye Institute, Kochi, Kerala-682020National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds30"
"Gleneagles Global Hospital, Hyderabad, Telangana-500004National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Global Hospital - Super Specialty and Transplant Centre, Parel, Mumbai, Maharashtra-400012National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Gleneagles Health City, Chennai, Tamil Nadu-600100 (Prev. Global Hospital and Health City, Chennai)National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds200"
"Global Hospital Institute of Ophthalmology, Mount Abu, Rajasthan-307510National Board of Examinations in Medical SciencesTypeNBE - Private InstituteManagementNational Board of ExaminationsBeds60"
"GMERS Medical College, Gandhinagar, Gujarat-382016National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds980"
"GMERS Medical College and General Hospital, Vadodara, Gujarat-390021National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds750"
"GMERS Medical College and General Hospital, Mehsana, Gujarat-384355National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"GMERS Medical College and General Hospital, Himmatnagar, Gujarat-383001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds750"
"GMERS Medical College and Hospital, Valsad, Gujarat-396001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds650"
"GMERS Medical College and Hospital, Sola, Ahmedabad, Gujarat-380060National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds970"
"GMERS Medical College and Hospital, Patan, Gujarat-384265National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds723"
"Goverment District Hospital Bundi, Bundi, Rajasthan-323001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Government Area Hospital, Narsipatnam, Andhra Pradesh-531116National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
"Government District General Hospital, Cantonment, Vizianagaram, Andhra Pradesh-535003National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds430"
"Government District General Hospital, Rajamahendravaram, Andhra Pradesh-533105National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds350"
"Government District General Hospital, Noonepalle, Andhra Pradesh-518502National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds200"
"Government District General Hospital, Eluru, Andhra Pradesh-534006National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds450"
"Government District Head Quarters Hospital, Namakkal, Tamil Nadu-637001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds448"
"Government District Hospital, Anakapalli, Andhra Pradesh-531001National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds200"
"Government District Hospital, Kannur, Kerala-670017National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBeds616"
"Government District Hospital, Tenali, Andhra Pradesh-522202National Board of Examinations in Medical SciencesTypeNBE - Government InstituteManagementNational Board of ExaminationsBedsInfo Not Available"
